Language,Title
en,Category:Top-priority mathematics articles
ar,تصنيف:مقالات رياضيات فائقة الأهمية
fr,Catégorie:Article du projet Mathématiques d'importance maximum
ko,분류:최고 중요도 수학 문서
id,Kategori:Artikel matematika sangat penting
it,Categoria:Voci di matematica - importanza massima
ru,Категория:Статьи проекта Математика высшей важности
vi,Thể loại:Đặc biệt quan trọng về Toán học
yue,Category:極高重要度數學文章
zh,Category:极高重要度数学条目
