Language,Title
en,Rational canonical form
ca,Forma normal de Frobenius
de,Frobenius-Normalform
fr,Décomposition de Frobenius
ko,유리 표준형
he,צורה רציונלית
ja,有理標準形
ru,Фробениусова нормальная форма
uk,Фробеніусова нормальна форма
