Language,Title
en,Hyperoperation
ca,Hiperoperació
da,Hyperoperator
de,Hyper-Operator
es,Hiperoperación
eo,Hiperoperatoro
fr,Hyperopération
ko,하이퍼 연산
he,היפר-פעולות
ja,ハイパー演算子
pt,Hiperoperação
ru,Гипероператор
en-simple,Hyperoperation
sl,Hiperoperacija
tr,Hiperişlem
uk,Гіпероператор
vi,Hyperoperation
zh,超运算
