Language,Title
en,Incidence geometry
de,Inzidenzgeometrie
es,Geometría de incidencia
fa,هندسه وقوع
he,גאומטריית חילה
nl,Incidentiemeetkunde
nb,Insidensgeometri
ru,Геометрия инцидентности
uk,Геометрія інцидентності
yue,重合幾何
zh,重合幾何
