Language,Title
en,Symplectic geometry
ar,هندسة تماسكية
es,Topología simpléctica
fa,هندسه سیمپلکتیک
fr,Géométrie symplectique
ko,심플렉틱 기하학
id,Geometri simplektik
it,Geometria simplettica
nl,Symplectische meetkunde
ja,シンプレクティック幾何学
pt,Topologia simplética
ro,Geometrie simplectică
ru,Симплектическая геометрия
uk,Симплектична геометрія
vi,Hình học symplectic
yue,扭對稱幾何
zh,辛几何
