Language,Title
en,Stanley Morison
ca,Stanley Morison
cs,Stanley Morison
de,Stanley Morison
es,Stanley Morison
eu,Stanley Morison
fr,Stanley Morison
it,Stanley Morison
nl,Stanley Morison
ja,スタンレー・モリソン
pl,Stanley Morison
pt,Stanley Morison
ru,"Морисон, Стэнли"
fi,Stanley Morison
uk,Стенлі Морісон
