Language,Title
en,Transformation geometry
da,Transformationsgeometri
de,Abbildungsgeometrie
es,Geometría de las transformaciones
fr,Géométrie des transformations
id,Geometri transformasi
it,Geometria delle trasformazioni
hu,Transzformációgeometria
ja,変換幾何学
pt,Geometria das transformações
tr,Dönüşüm geometrisi
uk,Геометрія перетворень
yue,變換幾何
