Language,Title
en,Arg (mathematics)
ar,عمدة عدد مركب
ca,Argument (anàlisi complexa)
es,Argumento (análisis complejo)
eu,Argumentu (analisi konplexua)
fa,آرگومان (آنالیز مختلط)
fr,Argument d'un nombre complexe
ga,Argóint (uimhir choimpléascach)
gl,Argumento
ko,편각 (수학)
he,ארגומנט (אנליזה מרוכבת)
nl,Argument (complex getal)
ja,複素数の偏角
nb,Argument (filosofi)
pl,Argument liczby zespolonej
pt,Argumento (matemática)
sv,Argument (matematik)
tr,Argüman (matematik)
zh,辐角
