Language,Title
en,Vector bundle
ar,حزمة شعاعية
ca,Fibrat vectorial
de,Vektorbündel
es,Fibrado vectorial
eo,Vektora fasko
fa,کلاف برداری
fr,Fibré vectoriel
ko,벡터 다발
it,Fibrato vettoriale
he,אגד וקטורי
nl,Vectorbundel
ja,ベクトル束
pl,Wiązka wektorowa
pt,Fibrado vetorial
ru,Векторное расслоение
fi,Vektorikimppu
sv,Vektorknippe
uk,Векторне розшарування
vi,Phân thớ véctơ
yue,向量叢
zh,向量丛
