Language,Title
en,Geometry of numbers
ar,هندسة الأعداد
de,Geometrische Zahlentheorie
es,Geometría de números
fa,نظریه هندسی اعداد
fr,Géométrie des nombres
hi,संख्या ज्यामिति
it,Teoria dei numeri geometrica
ru,Геометрия чисел
sv,Geometrisk talteori
uk,Геометрія чисел
zh,几何数论
