Language,Title
en,National Library of South Africa
af,Nasionale Biblioteek van Suid-Afrika
de,Nationalbibliothek von Südafrika
el,Εθνική Βιβλιοθήκη της Νότιας Αφρικής
es,Biblioteca Nacional de Sudáfrica
fa,کتابخانه ملی آفریقای جنوبی
fr,Bibliothèque nationale d'Afrique du Sud
hy,Հարավային Աֆրիկայի ազգային գրադարան
zu,UMtapolwazi weZwelonke waseNingizimu Afrika
arz,مكتبه جنوب افريقيا الوطنيه
pt,Biblioteca Nacional da África do Sul
ru,Национальная библиотека ЮАР
fi,Etelä-Afrikan kansalliskirjasto
