Language,Title
en,John Baskerville
bg,Джон Баскервил
ca,John Baskerville
cs,John Baskerville
da,John Baskerville
de,John Baskerville
es,John Baskerville
fr,John Baskerville
ga,John Baskerville
ko,존 배스커빌
it,John Baskerville
hu,John Baskerville
arz,جون باسكرفيل
nl,John Baskerville
ja,ジョン・バスカヴィル
nb,John Baskerville
pl,John Baskerville
ru,"Баскервилл, Джон"
sr,Џон Баскервил
fi,John Baskerville
sv,John Baskerville
uk,Джон Баскервіль
