Language,Title
en,Epipolar geometry
de,Epipolargeometrie
fr,Géométrie épipolaire
hi,एपिपोलर रेखागणित
it,Geometria epipolare
ja,エピポーラ幾何
pt,Geometria epipolar
uk,Епіполярна геометрія
yue,對極幾何
zh,对极几何
