Language,Title
en,Portal:Numismatics
ar,بوابة:علم العملات
de,Portal:Numismatik
es,Portal:Numismática
fr,Portail:Numismatique
ko,포털:화폐
it,Portale:Numismatica
ky,Портал:Нумизматика
hu,Portál:Numizmatika
nl,Portaal:Numismatiek
ja,Portal:貨幣学
pl,Portal:Numizmatyka
pt,Portal:Numismática
ru,Портал:Нумизматика и бонистика
zh,Portal:钱币学
