Language,Title
en,Spectrum of a ring
de,Spektrum eines Ringes
es,Espectro de un anillo
fa,طیف حلقه
fr,Spectre d'anneau
ko,환의 스펙트럼
it,Spettro di un anello
he,ספקטרום של חוג
ja,環のスペクトル
pl,Spektrum pierścienia
pt,Espectro de um anel
ru,Спектр кольца
en-simple,Spectrum of a ring
sv,Spektrum (algebraisk geometri)
uk,Спектр кільця
zh,環的譜
