Language,Title
en,Integral geometry
de,Integralgeometrie
es,Geometría integral
fr,Géométrie intégrale
hy,Ինտեգրալ երկրաչափություն
id,Integral geometri
it,Geometria integrale
uz,Integral geometriya
pt,Geometria integral
ro,Geometrie integrală
ru,Интегральная геометрия
tr,İntegral geometri
